policy_name,action,feature,coef_mean,coef_abs_mean
entry_policy,avoid_bad_entry,is_george_video_mention,0.009513,0.009513
entry_policy,avoid_bad_entry,source_bucket_kumo_with_george_video_context,0.009404,0.009404
entry_policy,avoid_bad_entry,checkpoint_close,-0.00796,0.008904
entry_policy,avoid_bad_entry,bars_completed,-0.008082,0.008815
entry_policy,avoid_bad_entry,george_rank,0.004809,0.008774
entry_policy,avoid_bad_entry,etf_return_from_open_pct,-0.006295,0.008048
entry_policy,avoid_bad_entry,etf_last_15m_range_pct,-0.005163,0.007247
entry_policy,avoid_bad_entry,checkpoint_after_15m,-0.00716,0.00716
entry_policy,avoid_bad_entry,checkpoint_first_hour,-0.00676,0.00676
entry_policy,avoid_bad_entry,last_hour_volume_log,0.002474,0.006261
entry_policy,avoid_bad_entry,checkpoint_midday,0.005656,0.005656
entry_policy,avoid_bad_entry,etf_last_15m_volume_log,-0.000314,0.0052
entry_policy,avoid_bad_entry,etf_last_hour_range_pct,-0.002864,0.005124
entry_policy,avoid_bad_entry,etf_last_hour_volume_log,-0.001096,0.004913
entry_policy,avoid_bad_entry,is_george_scanner_positive,0.003505,0.003505
entry_policy,avoid_bad_entry,is_george_signal_seen,0.003505,0.003505
entry_policy,avoid_bad_entry,checkpoint_after_30m,-0.002868,0.002868
entry_policy,avoid_bad_entry,is_kumo_top_n,-0.002608,0.002608
entry_policy,avoid_bad_entry,session_open,0.002357,0.002357
entry_policy,avoid_bad_entry,current_price,0.002274,0.002274
entry_policy,avoid_bad_entry,source_bucket_both_george_and_kumo,0.000852,0.000852
entry_policy,avoid_bad_entry,is_kumo_scanner,0.000238,0.000238
entry_policy,avoid_bad_entry,is_kumo_signal_seen,0.000238,0.000238
entry_policy,avoid_bad_entry,source_bucket_george_only,-0.000238,0.000238
entry_policy,avoid_bad_entry,george_watchlist_rank,0.0,0.0
entry_policy,avoid_bad_entry,is_etf_ichimoku_15m_available,0.0,0.0
entry_policy,avoid_bad_entry,is_etf_ichimoku_hour_available,0.0,0.0
entry_policy,avoid_bad_entry,is_george_watchlist,0.0,0.0
entry_policy,avoid_bad_entry,is_ichimoku_15m_available,0.0,0.0
entry_policy,avoid_bad_entry,is_ichimoku_hour_available,0.0,0.0
entry_policy,avoid_bad_entry,position_bars_completed_since_entry,0.0,0.0
entry_policy,avoid_bad_entry,position_current_return_pct,0.0,0.0
entry_policy,avoid_bad_entry,position_drawdown_from_peak_pct,0.0,0.0
entry_policy,avoid_bad_entry,position_mae_so_far_pct,0.0,0.0
entry_policy,avoid_bad_entry,position_mfe_so_far_pct,0.0,0.0
entry_policy,avoid_bad_entry,position_minutes_since_entry,0.0,0.0
entry_policy,avoid_bad_entry,sector_communication_services,0.0,0.0
entry_policy,avoid_bad_entry,sector_consumer_cyclical,0.0,0.0
entry_policy,avoid_bad_entry,sector_consumer_defensive,0.0,0.0
entry_policy,enter_now,return_from_open_pct,0.219586,0.219586
entry_policy,enter_now,mfe_from_open_pct,0.162719,0.162719
entry_policy,enter_now,mae_from_open_pct,0.125685,0.125685
entry_policy,enter_now,distance_from_vwap_pct,0.092055,0.092055
entry_policy,enter_now,sector_tech,0.087054,0.087054
entry_policy,enter_now,last_hour_ret_pct,0.060459,0.060459
entry_policy,enter_now,kumo_score,-0.046291,0.046291
entry_policy,enter_now,is_etf_intraday_available,0.043228,0.043228
entry_policy,enter_now,sector_utilities,-0.038618,0.038618
entry_policy,enter_now,last_15m_ret_pct,0.038189,0.038189
entry_policy,enter_now,sector_industrials,0.034803,0.034803
entry_policy,enter_now,is_etf_last_15m_available,0.032967,0.032967
entry_policy,enter_now,sector_healthcare,-0.009052,0.028597
entry_policy,enter_now,gap_from_prior_close_pct,-0.027063,0.027063
entry_policy,enter_now,sector_financials,-0.025848,0.025848
entry_policy,enter_now,sector_real_estate,0.00155,0.021903
entry_policy,enter_now,sector_energy,-0.008374,0.020744
entry_policy,enter_now,etf_bars_completed,0.020134,0.020134
entry_policy,enter_now,source_bucket_kumo_with_george_video_context,0.019211,0.019211
entry_policy,enter_now,is_george_video_mention,0.019091,0.019091
entry_policy,enter_now,is_etf_last_hour_available,0.018099,0.018099
entry_policy,enter_now,source_bucket_kumo_only,-0.018,0.018
entry_policy,enter_now,last_15m_range_pct,0.015637,0.017451
entry_policy,enter_now,etf_last_15m_range_pct,0.014909,0.014909
entry_policy,enter_now,etf_last_15m_ret_pct,-0.014583,0.014583
entry_policy,enter_now,etf_volume_so_far_log,-0.014509,0.014509
entry_policy,enter_now,last_hour_range_pct,0.010284,0.014025
entry_policy,enter_now,is_intraday_available,0.012944,0.012944
entry_policy,enter_now,sector_ai_semis,-0.008459,0.011925
entry_policy,enter_now,etf_last_15m_volume_log,-0.011293,0.011293
entry_policy,enter_now,etf_mae_from_open_pct,0.007648,0.011289
entry_policy,enter_now,volume_so_far_log,-0.009861,0.009861
entry_policy,enter_now,etf_last_hour_volume_log,-0.00951,0.00951
entry_policy,enter_now,kumo_rank_by_score,-0.00162,0.008622
entry_policy,enter_now,george_rank,0.003672,0.008033
entry_policy,enter_now,etf_return_from_open_pct,0.004614,0.007306
entry_policy,enter_now,etf_last_hour_ret_pct,-0.006626,0.006626
entry_policy,enter_now,etf_distance_from_vwap_pct,0.006578,0.006578
entry_policy,enter_now,sector_materials,0.005828,0.005828
entry_policy,enter_now,checkpoint_open,0.004817,0.004817
entry_policy,enter_now,is_last_hour_available,-0.004683,0.004683
entry_policy,enter_now,last_15m_volume_log,-0.004607,0.004607
entry_policy,enter_now,etf_last_hour_range_pct,0.003705,0.00401
entry_policy,enter_now,checkpoint_midday,-0.003873,0.003873
entry_policy,enter_now,etf_mfe_from_open_pct,-0.001096,0.003113
entry_policy,enter_now,bars_completed,-0.000525,0.002416
entry_policy,enter_now,last_hour_volume_log,0.000213,0.00225
entry_policy,enter_now,checkpoint_close,-0.002153,0.002153
entry_policy,enter_now,checkpoint_after_30m,0.001964,0.001964
entry_policy,enter_now,session_open,-0.000801,0.001624
entry_policy,enter_now,current_price,-0.000708,0.001602
entry_policy,enter_now,is_last_15m_available,-0.000789,0.00156
entry_policy,enter_now,checkpoint_after_15m,0.000513,0.001479
entry_policy,enter_now,checkpoint_first_hour,-0.001268,0.001428
entry_policy,enter_now,is_kumo_scanner,0.001041,0.001041
entry_policy,enter_now,is_kumo_signal_seen,0.001041,0.001041
entry_policy,enter_now,source_bucket_george_only,-0.001041,0.001041
entry_policy,enter_now,is_george_scanner_positive,-0.000899,0.000899
entry_policy,enter_now,is_george_signal_seen,-0.000899,0.000899
entry_policy,enter_now,is_kumo_top_n,0.000885,0.000885
entry_policy,enter_now,source_bucket_both_george_and_kumo,0.000122,0.000122
entry_policy,enter_now,george_watchlist_rank,0.0,0.0
entry_policy,enter_now,is_etf_ichimoku_15m_available,0.0,0.0
entry_policy,enter_now,is_etf_ichimoku_hour_available,0.0,0.0
entry_policy,enter_now,is_george_watchlist,0.0,0.0
entry_policy,enter_now,is_ichimoku_15m_available,0.0,0.0
entry_policy,enter_now,is_ichimoku_hour_available,0.0,0.0
entry_policy,enter_now,position_bars_completed_since_entry,0.0,0.0
entry_policy,enter_now,position_current_return_pct,0.0,0.0
entry_policy,enter_now,position_drawdown_from_peak_pct,0.0,0.0
entry_policy,enter_now,position_mae_so_far_pct,0.0,0.0
entry_policy,enter_now,position_mfe_so_far_pct,0.0,0.0
entry_policy,enter_now,position_minutes_since_entry,0.0,0.0
entry_policy,enter_now,sector_communication_services,0.0,0.0
entry_policy,enter_now,sector_consumer_cyclical,0.0,0.0
entry_policy,enter_now,sector_consumer_defensive,0.0,0.0
entry_policy,wait,mfe_from_open_pct,-0.230102,0.230102
entry_policy,wait,mae_from_open_pct,0.222196,0.222196
entry_policy,wait,last_15m_range_pct,-0.155216,0.155216
entry_policy,wait,is_etf_intraday_available,-0.143087,0.143087
entry_policy,wait,last_hour_range_pct,-0.137901,0.137901
entry_policy,wait,is_etf_last_15m_available,-0.108361,0.108361
entry_policy,wait,kumo_score,0.064379,0.064379
entry_policy,wait,kumo_rank_by_score,0.063573,0.063573
entry_policy,wait,is_etf_last_hour_available,-0.054795,0.054795
entry_policy,wait,sector_tech,-0.049747,0.049747
entry_policy,wait,sector_industrials,-0.046346,0.046346
entry_policy,wait,etf_bars_completed,-0.044125,0.044125
entry_policy,wait,etf_volume_so_far_log,0.040665,0.040665
entry_policy,wait,return_from_open_pct,-0.038977,0.038977
entry_policy,wait,is_intraday_available,-0.038549,0.038549
entry_policy,wait,source_bucket_kumo_only,0.029329,0.029329
entry_policy,wait,source_bucket_kumo_with_george_video_context,-0.028615,0.028615
entry_policy,wait,is_george_video_mention,-0.028604,0.028604
entry_policy,wait,distance_from_vwap_pct,-0.026912,0.026912
entry_policy,wait,sector_healthcare,-0.026797,0.026797
entry_policy,wait,etf_mae_from_open_pct,-0.02603,0.02603
entry_policy,wait,etf_mfe_from_open_pct,0.024845,0.024845
entry_policy,wait,volume_so_far_log,0.024764,0.024764
entry_policy,wait,checkpoint_open,-0.023908,0.023908
entry_policy,wait,gap_from_prior_close_pct,-0.023488,0.023488
entry_policy,wait,sector_materials,-0.023278,0.023278
entry_policy,wait,sector_utilities,0.005506,0.01986
entry_policy,wait,last_15m_volume_log,-0.011431,0.018726
entry_policy,wait,sector_ai_semis,-0.018115,0.018115
entry_policy,wait,sector_energy,-0.017301,0.017301
entry_policy,wait,is_last_15m_available,0.016691,0.016691
entry_policy,wait,last_hour_ret_pct,-0.01542,0.01542
entry_policy,wait,sector_real_estate,-0.003585,0.015214
entry_policy,wait,sector_financials,-0.013658,0.014695
entry_policy,wait,is_last_hour_available,0.014226,0.014226
entry_policy,wait,etf_last_15m_range_pct,-0.009747,0.013077
entry_policy,wait,etf_last_15m_volume_log,0.011607,0.013061
entry_policy,wait,last_15m_ret_pct,-0.011766,0.011766
entry_policy,wait,etf_last_hour_volume_log,0.010606,0.011585
entry_policy,wait,bars_completed,0.008607,0.011096
entry_policy,wait,checkpoint_close,0.010113,0.010681
entry_policy,wait,george_rank,-0.008481,0.008961
entry_policy,wait,checkpoint_first_hour,0.008028,0.008028
entry_policy,wait,last_hour_volume_log,-0.002687,0.007758
entry_policy,wait,checkpoint_after_15m,0.006647,0.006647
entry_policy,wait,etf_distance_from_vwap_pct,0.004907,0.004945
entry_policy,wait,etf_last_hour_range_pct,-0.000841,0.004745
entry_policy,wait,etf_return_from_open_pct,0.00168,0.003346
entry_policy,wait,etf_last_hour_ret_pct,-0.003218,0.003218
entry_policy,wait,is_george_scanner_positive,-0.002606,0.002606
entry_policy,wait,is_george_signal_seen,-0.002606,0.002606
entry_policy,wait,checkpoint_midday,-0.001784,0.002388
entry_policy,wait,is_kumo_top_n,0.001723,0.001723
entry_policy,wait,current_price,-0.001566,0.001566
entry_policy,wait,session_open,-0.001556,0.001556
entry_policy,wait,is_kumo_scanner,-0.001279,0.001279
entry_policy,wait,is_kumo_signal_seen,-0.001279,0.001279
entry_policy,wait,source_bucket_george_only,0.001279,0.001279
entry_policy,wait,etf_last_15m_ret_pct,0.00123,0.001259
entry_policy,wait,source_bucket_both_george_and_kumo,-0.000974,0.000974
entry_policy,wait,checkpoint_after_30m,0.000904,0.000904
entry_policy,wait,george_watchlist_rank,0.0,0.0
entry_policy,wait,is_etf_ichimoku_15m_available,0.0,0.0
entry_policy,wait,is_etf_ichimoku_hour_available,0.0,0.0
entry_policy,wait,is_george_watchlist,0.0,0.0
entry_policy,wait,is_ichimoku_15m_available,0.0,0.0
entry_policy,wait,is_ichimoku_hour_available,0.0,0.0
entry_policy,wait,position_bars_completed_since_entry,0.0,0.0
entry_policy,wait,position_current_return_pct,0.0,0.0
entry_policy,wait,position_drawdown_from_peak_pct,0.0,0.0
entry_policy,wait,position_mae_so_far_pct,0.0,0.0
entry_policy,wait,position_mfe_so_far_pct,0.0,0.0
entry_policy,wait,position_minutes_since_entry,0.0,0.0
entry_policy,wait,sector_communication_services,0.0,0.0
entry_policy,wait,sector_consumer_cyclical,0.0,0.0
entry_policy,wait,sector_consumer_defensive,0.0,0.0
management_policy,do_not_cut_runner,position_mfe_so_far_pct,0.200134,0.200134
management_policy,do_not_cut_runner,mfe_from_open_pct,0.199785,0.199785
management_policy,do_not_cut_runner,position_current_return_pct,0.147262,0.147262
management_policy,do_not_cut_runner,return_from_open_pct,0.147259,0.147259
management_policy,do_not_cut_runner,distance_from_vwap_pct,0.077949,0.077949
management_policy,do_not_cut_runner,last_hour_range_pct,0.046094,0.046094
management_policy,do_not_cut_runner,last_15m_range_pct,0.042991,0.042991
management_policy,do_not_cut_runner,last_15m_ret_pct,0.042242,0.042242
management_policy,do_not_cut_runner,position_drawdown_from_peak_pct,0.040599,0.040599
management_policy,do_not_cut_runner,last_15m_volume_log,0.034573,0.034573
management_policy,do_not_cut_runner,mae_from_open_pct,-0.031422,0.031422
management_policy,do_not_cut_runner,last_hour_volume_log,0.029943,0.029943
management_policy,do_not_cut_runner,last_hour_ret_pct,0.024883,0.024883
management_policy,do_not_cut_runner,position_mae_so_far_pct,-0.021494,0.021494
management_policy,do_not_cut_runner,checkpoint_open,0.021198,0.021198
management_policy,do_not_cut_runner,is_last_15m_available,-0.021169,0.021169
management_policy,do_not_cut_runner,checkpoint_first_hour,-0.01834,0.01834
management_policy,do_not_cut_runner,etf_volume_so_far_log,-0.018217,0.018217
management_policy,do_not_cut_runner,sector_ai_semis,0.017818,0.017818
management_policy,do_not_cut_runner,sector_tech,0.012625,0.01368
management_policy,do_not_cut_runner,is_etf_intraday_available,0.013452,0.013452
management_policy,do_not_cut_runner,gap_from_prior_close_pct,-0.010716,0.012096
management_policy,do_not_cut_runner,checkpoint_after_15m,-0.011282,0.011282
management_policy,do_not_cut_runner,etf_last_hour_ret_pct,-0.010382,0.010382
management_policy,do_not_cut_runner,kumo_score,-0.000427,0.009572
management_policy,do_not_cut_runner,etf_distance_from_vwap_pct,-0.009216,0.009484
management_policy,do_not_cut_runner,sector_financials,0.009007,0.009007
management_policy,do_not_cut_runner,etf_last_15m_ret_pct,-0.007655,0.007655
management_policy,do_not_cut_runner,volume_so_far_log,-0.00738,0.00738
management_policy,do_not_cut_runner,sector_energy,0.007362,0.007362
management_policy,do_not_cut_runner,is_last_hour_available,-0.007171,0.007171
management_policy,do_not_cut_runner,etf_mae_from_open_pct,0.00699,0.00699
management_policy,do_not_cut_runner,is_george_video_mention,0.00692,0.00692
management_policy,do_not_cut_runner,source_bucket_kumo_with_george_video_context,0.00692,0.00692
management_policy,do_not_cut_runner,checkpoint_midday,0.006764,0.006764
management_policy,do_not_cut_runner,sector_materials,0.004974,0.006565
management_policy,do_not_cut_runner,etf_mfe_from_open_pct,-0.003301,0.006473
management_policy,do_not_cut_runner,source_bucket_kumo_only,-0.006455,0.006455
management_policy,do_not_cut_runner,etf_last_hour_range_pct,0.006289,0.006289
management_policy,do_not_cut_runner,sector_utilities,0.006042,0.006042
management_policy,do_not_cut_runner,current_price,0.005857,0.005857
management_policy,do_not_cut_runner,session_open,0.005837,0.005837
management_policy,do_not_cut_runner,etf_return_from_open_pct,-0.003521,0.005586
management_policy,do_not_cut_runner,is_etf_last_15m_available,0.002839,0.004114
management_policy,do_not_cut_runner,etf_bars_completed,-0.003375,0.003903
management_policy,do_not_cut_runner,checkpoint_after_30m,-0.000372,0.003825
management_policy,do_not_cut_runner,sector_industrials,0.003656,0.003752
management_policy,do_not_cut_runner,etf_last_15m_range_pct,0.002026,0.00341
management_policy,do_not_cut_runner,kumo_rank_by_score,0.00059,0.003064
management_policy,do_not_cut_runner,is_etf_last_hour_available,0.001834,0.002774
management_policy,do_not_cut_runner,george_rank,-0.001385,0.002693
management_policy,do_not_cut_runner,sector_real_estate,0.002082,0.002209
management_policy,do_not_cut_runner,etf_last_hour_volume_log,0.001399,0.00218
management_policy,do_not_cut_runner,etf_last_15m_volume_log,-0.002165,0.002165
management_policy,do_not_cut_runner,sector_healthcare,-0.001943,0.002149
management_policy,do_not_cut_runner,checkpoint_close,0.002036,0.002081
management_policy,do_not_cut_runner,is_kumo_top_n,-0.001886,0.001886
management_policy,do_not_cut_runner,position_bars_completed_since_entry,0.001784,0.001816
management_policy,do_not_cut_runner,is_george_scanner_positive,0.001794,0.001794
management_policy,do_not_cut_runner,is_george_signal_seen,0.001794,0.001794
management_policy,do_not_cut_runner,source_bucket_both_george_and_kumo,0.001794,0.001794
management_policy,do_not_cut_runner,position_minutes_since_entry,0.001551,0.001754
management_policy,do_not_cut_runner,bars_completed,0.001391,0.001724
management_policy,do_not_cut_runner,george_watchlist_rank,0.0,0.0
management_policy,do_not_cut_runner,is_etf_ichimoku_15m_available,0.0,0.0
management_policy,do_not_cut_runner,is_etf_ichimoku_hour_available,0.0,0.0
management_policy,do_not_cut_runner,is_george_watchlist,0.0,0.0
management_policy,do_not_cut_runner,is_ichimoku_15m_available,0.0,0.0
management_policy,do_not_cut_runner,is_ichimoku_hour_available,0.0,0.0
management_policy,do_not_cut_runner,is_intraday_available,0.0,0.0
management_policy,do_not_cut_runner,is_kumo_scanner,0.0,0.0
management_policy,do_not_cut_runner,is_kumo_signal_seen,0.0,0.0
management_policy,do_not_cut_runner,sector_communication_services,0.0,0.0
management_policy,do_not_cut_runner,sector_consumer_cyclical,0.0,0.0
management_policy,do_not_cut_runner,sector_consumer_defensive,0.0,0.0
management_policy,do_not_cut_runner,source_bucket_george_only,0.0,0.0
management_policy,exit_loser,position_mae_so_far_pct,-0.571251,0.571251
management_policy,exit_loser,mae_from_open_pct,-0.544071,0.544071
management_policy,exit_loser,position_drawdown_from_peak_pct,0.352933,0.352933
management_policy,exit_loser,position_current_return_pct,-0.326516,0.326516
management_policy,exit_loser,return_from_open_pct,-0.326506,0.326506
management_policy,exit_loser,last_hour_range_pct,0.144262,0.144262
management_policy,exit_loser,last_15m_range_pct,0.131889,0.131889
management_policy,exit_loser,last_15m_ret_pct,-0.085942,0.085942
management_policy,exit_loser,last_hour_ret_pct,-0.082206,0.082206
management_policy,exit_loser,volume_so_far_log,0.077835,0.077835
management_policy,exit_loser,distance_from_vwap_pct,-0.07752,0.07752
management_policy,exit_loser,checkpoint_open,-0.066141,0.066141
management_policy,exit_loser,is_last_15m_available,0.065199,0.065199
management_policy,exit_loser,etf_mae_from_open_pct,-0.060262,0.060262
management_policy,exit_loser,checkpoint_midday,0.044677,0.044677
management_policy,exit_loser,is_last_hour_available,0.043718,0.043718
management_policy,exit_loser,position_mfe_so_far_pct,-0.0373,0.0373
management_policy,exit_loser,etf_return_from_open_pct,-0.033317,0.033317
management_policy,exit_loser,last_15m_volume_log,0.032226,0.03311
management_policy,exit_loser,kumo_score,0.030327,0.030327
management_policy,exit_loser,position_minutes_since_entry,0.029822,0.029822
management_policy,exit_loser,bars_completed,0.028899,0.028899
management_policy,exit_loser,position_bars_completed_since_entry,0.028651,0.028651
management_policy,exit_loser,gap_from_prior_close_pct,0.023791,0.023791
management_policy,exit_loser,etf_volume_so_far_log,0.022929,0.022929
management_policy,exit_loser,sector_utilities,-0.010219,0.01833
management_policy,exit_loser,kumo_rank_by_score,-0.016796,0.016796
management_policy,exit_loser,checkpoint_after_30m,0.016597,0.016597
management_policy,exit_loser,sector_healthcare,-0.014291,0.014291
management_policy,exit_loser,checkpoint_after_15m,-0.013607,0.013607
management_policy,exit_loser,mfe_from_open_pct,0.004022,0.012197
management_policy,exit_loser,etf_distance_from_vwap_pct,-0.009958,0.011969
management_policy,exit_loser,is_etf_last_hour_available,0.011705,0.011705
management_policy,exit_loser,last_hour_volume_log,0.006358,0.011054
management_policy,exit_loser,checkpoint_first_hour,0.010733,0.010733
management_policy,exit_loser,sector_tech,-0.009367,0.010633
management_policy,exit_loser,sector_real_estate,-0.008847,0.010361
management_policy,exit_loser,etf_last_15m_range_pct,0.00927,0.00927
management_policy,exit_loser,sector_energy,0.00902,0.00902
management_policy,exit_loser,sector_materials,-0.008305,0.008649
management_policy,exit_loser,sector_industrials,-0.008594,0.008594
management_policy,exit_loser,is_etf_intraday_available,-0.007719,0.007719
management_policy,exit_loser,checkpoint_close,0.007714,0.007714
management_policy,exit_loser,is_george_video_mention,-0.007703,0.007703
management_policy,exit_loser,source_bucket_kumo_with_george_video_context,-0.007703,0.007703
management_policy,exit_loser,etf_bars_completed,0.007602,0.007602
management_policy,exit_loser,etf_last_15m_ret_pct,-0.00747,0.00747
management_policy,exit_loser,source_bucket_kumo_only,0.007135,0.007135
management_policy,exit_loser,etf_last_15m_volume_log,-0.00342,0.006014
management_policy,exit_loser,sector_financials,-0.003989,0.005934
management_policy,exit_loser,sector_ai_semis,0.003313,0.004754
management_policy,exit_loser,george_rank,-0.004227,0.00473
management_policy,exit_loser,etf_mfe_from_open_pct,-0.003281,0.004449
management_policy,exit_loser,etf_last_hour_ret_pct,0.00318,0.00318
management_policy,exit_loser,etf_last_hour_range_pct,-0.00193,0.002876
management_policy,exit_loser,etf_last_hour_volume_log,-0.001279,0.0027
management_policy,exit_loser,is_etf_last_15m_available,0.002545,0.002666
management_policy,exit_loser,session_open,0.001545,0.001545
management_policy,exit_loser,current_price,0.001401,0.001401
management_policy,exit_loser,is_kumo_top_n,-0.001323,0.001323
management_policy,exit_loser,is_george_scanner_positive,0.001283,0.001283
management_policy,exit_loser,is_george_signal_seen,0.001283,0.001283
management_policy,exit_loser,source_bucket_both_george_and_kumo,0.001283,0.001283
management_policy,exit_loser,george_watchlist_rank,0.0,0.0
management_policy,exit_loser,is_etf_ichimoku_15m_available,0.0,0.0
management_policy,exit_loser,is_etf_ichimoku_hour_available,0.0,0.0
management_policy,exit_loser,is_george_watchlist,0.0,0.0
management_policy,exit_loser,is_ichimoku_15m_available,0.0,0.0
management_policy,exit_loser,is_ichimoku_hour_available,0.0,0.0
management_policy,exit_loser,is_intraday_available,0.0,0.0
management_policy,exit_loser,is_kumo_scanner,0.0,0.0
management_policy,exit_loser,is_kumo_signal_seen,0.0,0.0
management_policy,exit_loser,sector_communication_services,0.0,0.0
management_policy,exit_loser,sector_consumer_cyclical,0.0,0.0
management_policy,exit_loser,sector_consumer_defensive,0.0,0.0
management_policy,exit_loser,source_bucket_george_only,0.0,0.0
management_policy,hold_or_wait,mae_from_open_pct,0.252231,0.252231
management_policy,hold_or_wait,mfe_from_open_pct,-0.233422,0.233422
management_policy,hold_or_wait,position_mae_so_far_pct,0.224753,0.224753
management_policy,hold_or_wait,position_mfe_so_far_pct,-0.213984,0.213984
management_policy,hold_or_wait,position_drawdown_from_peak_pct,-0.210664,0.210664
management_policy,hold_or_wait,last_15m_range_pct,-0.162455,0.162455
management_policy,hold_or_wait,is_etf_intraday_available,-0.160244,0.160244
management_policy,hold_or_wait,last_hour_range_pct,-0.146432,0.146432
management_policy,hold_or_wait,is_etf_last_15m_available,-0.128444,0.128444
management_policy,hold_or_wait,is_etf_last_hour_available,-0.076058,0.076058
management_policy,hold_or_wait,kumo_rank_by_score,0.074205,0.074205
management_policy,hold_or_wait,sector_tech,-0.063332,0.063332
management_policy,hold_or_wait,etf_bars_completed,-0.063174,0.063174
management_policy,hold_or_wait,kumo_score,0.052587,0.05333
management_policy,hold_or_wait,sector_industrials,-0.043973,0.047839
management_policy,hold_or_wait,source_bucket_kumo_only,0.040653,0.040653
management_policy,hold_or_wait,is_george_video_mention,-0.039933,0.039933
management_policy,hold_or_wait,source_bucket_kumo_with_george_video_context,-0.039933,0.039933
management_policy,hold_or_wait,sector_healthcare,-0.031549,0.031549
management_policy,hold_or_wait,etf_volume_so_far_log,0.030751,0.030751
management_policy,hold_or_wait,sector_materials,-0.028275,0.028275
management_policy,hold_or_wait,position_current_return_pct,-0.027914,0.027914
management_policy,hold_or_wait,return_from_open_pct,-0.027895,0.027895
management_policy,hold_or_wait,distance_from_vwap_pct,-0.027819,0.027819
management_policy,hold_or_wait,last_15m_volume_log,-0.027388,0.027388
management_policy,hold_or_wait,gap_from_prior_close_pct,-0.027108,0.027108
management_policy,hold_or_wait,sector_ai_semis,-0.026835,0.026835
management_policy,hold_or_wait,sector_energy,-0.024845,0.024845
management_policy,hold_or_wait,etf_mfe_from_open_pct,0.024831,0.024831
management_policy,hold_or_wait,sector_financials,-0.019595,0.023902
management_policy,hold_or_wait,sector_utilities,0.004757,0.02377
management_policy,hold_or_wait,sector_real_estate,-0.009008,0.020751
management_policy,hold_or_wait,is_last_15m_available,0.019099,0.019099
management_policy,hold_or_wait,is_last_hour_available,0.017911,0.017911
management_policy,hold_or_wait,etf_last_15m_volume_log,0.017001,0.017001
management_policy,hold_or_wait,checkpoint_open,-0.015948,0.015948
management_policy,hold_or_wait,etf_last_hour_volume_log,0.015756,0.015756
management_policy,hold_or_wait,volume_so_far_log,0.014873,0.014873
management_policy,hold_or_wait,position_bars_completed_since_entry,0.011459,0.011459
management_policy,hold_or_wait,last_hour_ret_pct,-0.011457,0.011457
management_policy,hold_or_wait,last_hour_volume_log,-0.011333,0.011333
management_policy,hold_or_wait,bars_completed,0.011277,0.011277
